"","Record_Number","Run_ID","Date_Time","Study_Info","Time_Period","LT_Iteration","Risk_Iteration","Run_Status","Memory_Usage","Memory_Avail","Message_Type","Message","Message_Time"
"4852",4851,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1995.8"," 7142.6","Warning","Resource '6626' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4853",4852,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1995.8"," 7142.6","Warning","Resource '7730' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4854",4853,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1995.8"," 7142.6","Warning","Resource '7731' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4855",4854,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1995.8"," 7142.6","Warning","Resource '7736' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4856",4855,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1995.8"," 7142.6","Warning","Resource '7738' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4857",4856,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1995.8"," 7142.6","Warning","Resource '8109' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4858",4857,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1995.8"," 7142.6","Warning","Resource '8142' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4859",4858,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1996.1"," 7142.6","Warning","Resource '8157' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4860",4859,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1997.2"," 7140.4","Warning","Resource '8159' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4861",4860,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1997.2"," 7140.4","Warning","Resource '8763' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4862",4861,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1997.2"," 7140.4","Warning","Resource '8765' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4863",4862,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1997.2"," 7140.4","Warning","Resource '8768' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4864",4863,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1997.2"," 7140.4","Warning","Resource '8781' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4865",4864,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1997.4"," 7140.4","Warning","Resource '8787' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4866",4865,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1997.4"," 7140.4","Warning","Resource '8800' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4867",4866,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1997.4"," 7140.4","Warning","Resource '8803' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4868",4867,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1997.4"," 7140.4","Warning","Resource '8804' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4869",4868,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1997.5"," 7140.4","Warning","Resource '8854' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4870",4869,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1997.5"," 7140.4","Warning","Resource '9021' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4871",4870,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1997.6"," 7140.4","Warning","Resource '9991' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4872",4871,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1998.2"," 7140.4","Warning","Resource '10289' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4873",4872,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1999.0"," 7138.2","Warning","Resource '10522' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4874",4873,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1999.0"," 7138.2","Warning","Resource '11365' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4875",4874,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1999.0"," 7138.2","Warning","Resource '11366_2' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4876",4875,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1999.0"," 7138.2","Warning","Resource '11548' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4877",4876,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1999.1"," 7138.2","Warning","Resource '12657' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4878",4877,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1999.1"," 7138.2","Warning","Resource '12666' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4879",4878,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1999.1"," 7138.2","Warning","Resource '12738' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4880",4879,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 1999.9"," 7138.2","Warning","Resource '14009' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4881",4880,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 2000.4"," 7138.2","Warning","Resource '14010' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4882",4881,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 2000.4"," 7138.2","Warning","Resource '14011' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4883",4882,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 2000.4"," 7138.2","Warning","Resource '14012' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4884",4883,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 2000.5"," 7138.2","Warning","Resource '14013' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4885",4884,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 2000.5"," 7138.2","Warning","Resource '14014' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4886",4885,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 2000.5"," 7138.2","Warning","Resource '14015' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4887",4886,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 2001.7"," 7136.0","Warning","Resource '14017' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4888",4887,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 2001.9"," 7135.9","Warning","Resource '14018' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4889",4888,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 2001.9"," 7135.9","Warning","Resource '14023' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4890",4889,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 2001.9"," 7135.9","Warning","Resource '14024' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4891",4890,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 2001.9"," 7135.9","Warning","Resource '14025' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4892",4891,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 2001.9"," 7135.9","Warning","Resource '14026' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4893",4892,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 2002.1"," 7135.9","Warning","Resource '14027' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4894",4893,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 2002.2"," 7135.9","Warning","Resource '14028' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4895",4894,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 2002.3"," 7135.9","Warning","Resource '9161_2' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4896",4895,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 2002.3"," 7135.9","Warning","Resource '14059' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4897",4896,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 2002.3"," 7135.9","Warning","Resource '14060' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4898",4897,"Base Case","11/12/2022 1:45:08 PM","Nominal | 11/10/2022 10:57:15 AM","2020_01_08 Hr 01",13,0,"Running"," 2002.3"," 7135.9","Warning","Resource '14062' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:08 PM"
"4899",4898,"Base Case","11/12/2022 1:45:21 PM","Nominal | 11/10/2022 10:57:15 AM","2023_01_08 Hr 01",13,0,"Running"," 2750.1"," 6386.3","Warning","Resource '14057' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:21 PM"
"4900",4899,"Base Case","11/12/2022 1:45:21 PM","Nominal | 11/10/2022 10:57:15 AM","2023_01_08 Hr 01",13,0,"Running"," 2750.5"," 6384.2","Warning","Resource 'Cogen_001' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:21 PM"
"4901",4900,"Base Case","11/12/2022 1:45:21 PM","Nominal | 11/10/2022 10:57:15 AM","2023_01_08 Hr 01",13,0,"Running"," 2750.9"," 6384.2","Warning","Resource 'ANRN 3386' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:21 PM"
"4902",4901,"Base Case","11/12/2022 1:45:34 PM","Nominal | 11/10/2022 10:57:15 AM","2026_01_08 Hr 01",13,0,"Running"," 2604.4"," 6518.3","Warning","Resource 'ANRN 3387' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:34 PM"
"4903",4902,"Base Case","11/12/2022 1:45:34 PM","Nominal | 11/10/2022 10:57:15 AM","2026_01_08 Hr 01",13,0,"Running"," 2604.4"," 6518.3","Warning","Resource 'ANRN 3388' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/12/2022 1:45:34 PM"
"4904",4903,"Base Case","11/12/2022 1:45:35 PM","Nominal | 11/10/2022 10:57:15 AM","2023_01_10 Hr 04",13,0,"Running"," 2609.9"," 6508.6","Warning","Resource charging constraint for storage group Lith_Crossfield could not be met for 1/10/2023 Hr 4. Limit violated by 2.463 MW.","11/12/2022 1:45:35 PM"
"4905",4904,"Base Case","11/12/2022 1:45:39 PM","Nominal | 11/10/2022 10:57:15 AM","2026_01_08 Hr 18",13,0,"Running"," 2628.6"," 6487.4","Warning","Resource charging constraint for storage group Lith_Genesee could not be met for 1/8/2026 Hr 18. Limit violated by 0.106 MW.","11/12/2022 1:45:39 PM"
"4906",4905,"Base Case","11/12/2022 1:45:49 PM","Nominal | 11/10/2022 10:57:15 AM","2026_01_10 Hr 09",13,0,"Running"," 2600.1"," 6516.3","Warning","Resource charging constraint for storage group Lith_Genesee could not be met for 1/10/2026 Hr 9. Limit violated by 36.768 MW.","11/12/2022 1:45:49 PM"
"4907",4906,"Base Case","11/12/2022 1:45:49 PM","Nominal | 11/10/2022 10:57:15 AM","2026_01_10 Hr 20",13,0,"Running"," 2601.6"," 6513.0","Warning","Resource charging constraint for storage group Lith_Crossfield could not be met for 1/10/2026 Hr 20. Limit violated by 2.463 MW.","11/12/2022 1:45:49 PM"
"4908",4907,"Base Case","11/12/2022 1:45:54 PM","Nominal | 11/10/2022 10:57:15 AM","2026_01_11 Hr 06",13,0,"Running"," 2577.4"," 6534.4","Warning","Resource charging constraint for storage group Lith_Genesee could not be met for 1/11/2026 Hr 6. Limit violated by 0.292 MW.","11/12/2022 1:45:54 PM"
"4909",4908,"Base Case","11/12/2022 1:46:02 PM","Nominal | 11/10/2022 10:57:15 AM","2026_01_12 Hr 24",13,0,"Running"," 2598.4"," 6508.6","Warning","Resource charging constraint for storage group Lith_Genesee could not be met for 1/12/2026 Hr 24. Limit violated by 4.938 MW.","11/12/2022 1:46:02 PM"
"4910",4909,"Base Case","11/12/2022 1:46:06 PM","Nominal | 11/10/2022 10:57:15 AM","2029_01_09 Hr 16",13,0,"Running"," 2607.7"," 6503.1","Warning","Resource charging constraint for storage group Lith_Crossfield could not be met for 1/9/2029 Hr 16. Limit violated by 2.463 MW.","11/12/2022 1:46:06 PM"
"4911",4910,"Base Case","11/12/2022 1:46:06 PM","Nominal | 11/10/2022 10:57:15 AM","2029_01_09 Hr 17",13,0,"Running"," 2608.7"," 6504.4","Warning","Resource charging constraint for storage group Lith_Genesee could not be met for 1/9/2029 Hr 17. Limit violated by 51.166 MW.","11/12/2022 1:46:06 PM"
"4912",4911,"Base Case","11/12/2022 1:46:12 PM","Nominal | 11/10/2022 10:57:15 AM","2026_01_14 Hr 22",13,0,"Running"," 2630.4"," 6479.4","Warning","Resource charging constraint for storage group Lith_Genesee could not be met for 1/14/2026 Hr 22. Limit violated by 17.511 MW.","11/12/2022 1:46:12 PM"
"4913",4912,"Base Case","11/12/2022 1:46:26 PM","Nominal | 11/10/2022 10:57:15 AM","2032_01_10 Hr 06",13,0,"Running"," 2741.6"," 6378.7","Warning","Resource charging constraint for storage group Lith_Genesee could not be met for 1/10/2032 Hr 6. Limit violated by 37.832 MW.","11/12/2022 1:46:26 PM"
"4914",4913,"Base Case","11/12/2022 1:46:30 PM","Nominal | 11/10/2022 10:57:15 AM","2029_01_13 Hr 05",13,0,"Running"," 2725.6"," 6381.3","Warning","Resource charging constraint for storage group Lith_Genesee could not be met for 1/13/2029 Hr 5. Limit violated by 8.333 MW.","11/12/2022 1:46:30 PM"
"4915",4914,"Base Case","11/12/2022 1:46:33 PM","Nominal | 11/10/2022 10:57:15 AM","2032_01_11 Hr 18",13,0,"Running"," 2702.6"," 6418.7","Warning","Resource charging constraint for storage group Lith_Genesee could not be met for 1/11/2032 Hr 18. Limit violated by 0.351 MW.","11/12/2022 1:46:33 PM"
"4916",4915,"Base Case","11/12/2022 1:46:37 PM","Nominal | 11/10/2022 10:57:15 AM","2035_01_09 Hr 16",13,0,"Running"," 2771.3"," 6348.9","Warning","Resource charging constraint for storage group Lith_Crossfield could not be met for 1/9/2035 Hr 16. Limit violated by 2.463 MW.","11/12/2022 1:46:37 PM"
"4917",4916,"Base Case","11/12/2022 1:46:39 PM","Nominal | 11/10/2022 10:57:15 AM","2032_01_12 Hr 21",13,0,"Running"," 2772.3"," 6340.1","Warning","Resource charging constraint for storage group Lith_Genesee could not be met for 1/12/2032 Hr 21. Limit violated by 4.393 MW.","11/12/2022 1:46:39 PM"
"4918",4917,"Base Case","11/12/2022 1:46:51 PM","Nominal | 11/10/2022 10:57:15 AM","2032_01_14 Hr 24",13,0,"Running"," 2875.9"," 6210.3","Warning","Resource charging constraint for storage group Lith_Crossfield could not be met for 1/14/2032 Hr 24. Limit violated by 2.463 MW.","11/12/2022 1:46:51 PM"
"4919",4918,"Base Case","11/12/2022 1:46:51 PM","Nominal | 11/10/2022 10:57:15 AM","2032_01_14 Hr 24",13,0,"Running"," 2876.0"," 6210.3","Warning","Resource charging constraint for storage group Lith_Genesee could not be met for 1/14/2032 Hr 24. Limit violated by 17.013 MW.","11/12/2022 1:46:51 PM"
"4920",4919,"Base Case","11/12/2022 1:47:01 PM","Nominal | 11/10/2022 10:57:15 AM","2038_01_12 Hr 18",13,0,"Running"," 2929.7"," 6175.8","Warning","Resource charging constraint for storage group Lith_Crossfield could not be met for 1/12/2038 Hr 18. Limit violated by 2.458 MW.","11/12/2022 1:47:01 PM"
"4921",4920,"Base Case","11/12/2022 1:48:13 PM","Nominal | 11/10/2022 10:57:15 AM","2029_02_09 Hr 22",13,0,"Running"," 3542.5"," 5565.1","Warning","Resource charging constraint for storage group Lith_Genesee could not be met for 2/9/2029 Hr 22. Limit violated by 17.352 MW.","11/12/2022 1:48:13 PM"
"4922",4921,"Base Case","11/12/2022 1:48:19 PM","Nominal | 11/10/2022 10:57:15 AM","2029_02_10 Hr 01",13,0,"Running"," 3570.7"," 5534.9","Warning","Resource charging constraint for storage group Lith_Genesee could not be met for 2/10/2029 Hr 1. Limit violated by 17.357 MW.","11/12/2022 1:48:19 PM"
"4923",4922,"Base Case","11/12/2022 1:48:24 PM","Nominal | 11/10/2022 10:57:15 AM","2029_02_11 Hr 01",13,0,"Running"," 3566.8"," 5546.1","Warning","Resource charging constraint for storage group Lith_Genesee could not be met for 2/11/2029 Hr 1. Limit violated by 17.352 MW.","11/12/2022 1:48:24 PM"
"4924",4923,"Base Case","11/12/2022 1:48:29 PM","Nominal | 11/10/2022 10:57:15 AM","2029_02_12 Hr 01",13,0,"Running"," 3543.5"," 5558.4","Warning","Resource charging constraint for storage group Lith_Genesee could not be met for 2/12/2029 Hr 1. Limit violated by 17.357 MW.","11/12/2022 1:48:29 PM"
"4925",4924,"Base Case","11/12/2022 1:48:30 PM","Nominal | 11/10/2022 10:57:15 AM","2026_03_14 Hr 09",13,0,"Running"," 3544.3"," 5556.4","Warning","Resource charging constraint for storage group Lith_Genesee could not be met for 3/14/2026 Hr 9. Limit violated by 119.338 MW.","11/12/2022 1:48:30 PM"
"4926",4925,"Base Case","11/12/2022 1:48:30 PM","Nominal | 11/10/2022 10:57:15 AM","2026_03_14 Hr 12",13,0,"Running"," 3553.4"," 5548.4","Warning","Resource charging constraint for storage group Lith_Crossfield could not be met for 3/14/2026 Hr 12. Limit violated by 4.906 MW.","11/12/2022 1:48:30 PM"
"4927",4926,"Base Case","11/12/2022 1:49:51 PM","Nominal | 11/10/2022 10:57:15 AM","2029_03_08 Hr 08",13,0,"Running"," 3729.2"," 5367.4","Warning","Resource charging constraint for storage group Lith_Genesee could not be met for 3/8/2029 Hr 8. Limit violated by 0.468 MW.","11/12/2022 1:49:51 PM"
"4928",4927,"Base Case","11/12/2022 1:49:57 PM","Nominal | 11/10/2022 10:57:15 AM","2029_03_09 Hr 03",13,0,"Running"," 3731.7"," 5359.6","Warning","Resource charging constraint for storage group Lith_Genesee could not be met for 3/9/2029 Hr 3. Limit violated by 0.777 MW.","11/12/2022 1:49:57 PM"
"4929",4928,"Base Case","11/12/2022 1:49:58 PM","Nominal | 11/10/2022 10:57:15 AM","2038_03_14 Hr 22",13,0,"Running"," 3733.0"," 5367.2","Warning","Resource charging constraint for storage group Lith_Crossfield could not be met for 3/14/2038 Hr 22. Limit violated by 4.906 MW.","11/12/2022 1:49:58 PM"
"4930",4929,"Base Case","11/12/2022 1:50:06 PM","Nominal | 11/10/2022 10:57:15 AM","2029_03_10 Hr 24",13,0,"Running"," 3756.3"," 5063.9","Warning","Resource charging constraint for storage group Lith_Genesee could not be met for 3/10/2029 Hr 24. Limit violated by 2.005 MW.","11/12/2022 1:50:06 PM"
"4931",4930,"Base Case","11/12/2022 1:50:10 PM","Nominal | 11/10/2022 10:57:15 AM","2029_03_11 Hr 01",13,0,"Running"," 3740.4"," 5266.5","Warning","Resource charging constraint for storage group Lith_Crossfield could not be met for 3/11/2029 Hr 1. Limit violated by 4.886 MW.","11/12/2022 1:50:10 PM"
"4932",4931,"Base Case","11/12/2022 1:50:11 PM","Nominal | 11/10/2022 10:57:15 AM","2029_03_11 Hr 02",13,0,"Running"," 3741.9"," 5262.6","Warning","Resource charging constraint for storage group Lith_Genesee could not be met for 3/11/2029 Hr 2. Limit violated by 45.964 MW.","11/12/2022 1:50:11 PM"
"4933",4932,"Base Case","11/12/2022 1:50:16 PM","Nominal | 11/10/2022 10:57:15 AM","2029_03_12 Hr 03",13,0,"Running"," 3681.0"," 5409.9","Warning","Resource charging constraint for storage group Lith_Genesee could not be met for 3/12/2029 Hr 3. Limit violated by 26 MW.","11/12/2022 1:50:16 PM"
"4934",4933,"Base Case","11/12/2022 1:50:21 PM","Nominal | 11/10/2022 10:57:15 AM","2029_03_13 Hr 17",13,0,"Running"," 3698.5"," 5400.5","Warning","Resource charging constraint for storage group Lith_Genesee could not be met for 3/13/2029 Hr 17. Limit violated by 0.715 MW.","11/12/2022 1:50:21 PM"
"4935",4934,"Base Case","11/12/2022 1:50:24 PM","Nominal | 11/10/2022 10:57:15 AM","2029_03_14 Hr 05",13,0,"Running"," 3652.6"," 5445.4","Warning","Resource charging constraint for storage group Lith_Genesee could not be met for 3/14/2029 Hr 5. Limit violated by 43.477 MW.","11/12/2022 1:50:24 PM"
"4936",4935,"Base Case","11/12/2022 1:50:26 PM","Nominal | 11/10/2022 10:57:15 AM","2035_03_11 Hr 02",13,0,"Running"," 3670.8"," 5416.3","Warning","Resource charging constraint for storage group Lith_Crossfield could not be met for 3/11/2035 Hr 2. Limit violated by 4.886 MW.","11/12/2022 1:50:26 PM"
"4937",4936,"Base Case","11/12/2022 1:50:58 PM","Nominal | 11/10/2022 10:57:15 AM","2026_04_14 Hr 08",13,0,"Running"," 2759.9","14988.3","Warning","Resource charging constraint for storage group Lith_Crossfield could not be met for 4/14/2026 Hr 8. Limit violated by 4.906 MW.","11/12/2022 1:50:58 PM"
"4938",4937,"Base Case","11/12/2022 1:50:58 PM","Nominal | 11/10/2022 10:57:15 AM","2026_04_14 Hr 14",13,0,"Running"," 2760.6","14991.5","Warning","Resource charging constraint for storage group Lith_Genesee could not be met for 4/14/2026 Hr 14. Limit violated by 119.338 MW.","11/12/2022 1:50:58 PM"
"4939",4938,"Base Case","11/12/2022 1:52:38 PM","Nominal | 11/10/2022 10:57:15 AM","2026_05_14 Hr 02",13,0,"Running"," 3276.5","14486.4","Warning","Resource charging constraint for storage group Lith_Crossfield could not be met for 5/14/2026 Hr 2. Limit violated by 4.886 MW.","11/12/2022 1:52:38 PM"
