"","Record_Number","Run_ID","Date_Time","Study_Info","Time_Period","LT_Iteration","Risk_Iteration","Run_Status","Memory_Usage","Memory_Avail","Message_Type","Message","Message_Time"
"280",279,"Base Case","11/10/2022 11:32:38 AM","Nominal | 11/10/2022 10:57:15 AM","2026_10_08 Hr 01",1,0,"Running","  656.7","15790.7","Warning","Resource '6371' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/10/2022 11:32:38 AM"
"281",280,"Base Case","11/10/2022 11:32:38 AM","Nominal | 11/10/2022 10:57:15 AM","2026_10_08 Hr 01",1,0,"Running","  656.7","15790.7","Warning","Resource '6372' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/10/2022 11:32:38 AM"
"282",281,"Base Case","11/10/2022 11:32:38 AM","Nominal | 11/10/2022 10:57:15 AM","2026_10_08 Hr 01",1,0,"Running","  656.7","15790.7","Warning","Resource '6373' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/10/2022 11:32:38 AM"
"283",282,"Base Case","11/10/2022 11:32:38 AM","Nominal | 11/10/2022 10:57:15 AM","2026_10_08 Hr 01",1,0,"Running","  656.7","15790.7","Warning","Resource '8155' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/10/2022 11:32:38 AM"
"284",283,"Base Case","11/10/2022 11:32:38 AM","Nominal | 11/10/2022 10:57:15 AM","2026_10_08 Hr 01",1,0,"Running","  656.7","15790.7","Warning","Resource '10100' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/10/2022 11:32:38 AM"
"285",284,"Base Case","11/10/2022 11:32:38 AM","Nominal | 11/10/2022 10:57:15 AM","2026_10_08 Hr 01",1,0,"Running","  657.0","15790.7","Warning","Resource '12667' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/10/2022 11:32:38 AM"
"286",285,"Base Case","11/10/2022 11:32:38 AM","Nominal | 11/10/2022 10:57:15 AM","2026_10_08 Hr 01",1,0,"Running","  653.8","15792.0","Warning","Resource '14016' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/10/2022 11:32:38 AM"
"287",286,"Base Case","11/10/2022 11:32:38 AM","Nominal | 11/10/2022 10:57:15 AM","2026_10_08 Hr 01",1,0,"Running","  653.8","15791.7","Warning","Resource '14019' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/10/2022 11:32:38 AM"
"288",287,"Base Case","11/10/2022 11:32:38 AM","Nominal | 11/10/2022 10:57:15 AM","2026_10_08 Hr 01",1,0,"Running","  653.8","15791.7","Warning","Resource '14022' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/10/2022 11:32:38 AM"
"289",288,"Base Case","11/10/2022 11:32:38 AM","Nominal | 11/10/2022 10:57:15 AM","2026_10_08 Hr 01",1,0,"Running","  653.8","15791.7","Warning","Resource '14029' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/10/2022 11:32:38 AM"
"290",289,"Base Case","11/10/2022 11:32:38 AM","Nominal | 11/10/2022 10:57:15 AM","2026_10_08 Hr 01",1,0,"Running","  653.8","15791.7","Warning","Resource '14030' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/10/2022 11:32:38 AM"
"291",290,"Base Case","11/10/2022 11:32:38 AM","Nominal | 11/10/2022 10:57:15 AM","2026_10_08 Hr 01",1,0,"Running","  653.8","15791.7","Warning","Resource '12667_2' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/10/2022 11:32:38 AM"
"292",291,"Base Case","11/10/2022 11:32:38 AM","Nominal | 11/10/2022 10:57:15 AM","2026_10_08 Hr 01",1,0,"Running","  653.8","15791.7","Warning","Resource '12667_3' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/10/2022 11:32:38 AM"
"293",292,"Base Case","11/10/2022 11:32:38 AM","Nominal | 11/10/2022 10:57:15 AM","2026_10_08 Hr 01",1,0,"Running","  653.8","15791.7","Warning","Resource '8854_2' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/10/2022 11:32:38 AM"
"294",293,"Base Case","11/10/2022 11:32:38 AM","Nominal | 11/10/2022 10:57:15 AM","2026_10_08 Hr 01",1,0,"Running","  653.8","15791.7","Warning","Resource 'Simple_001' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/10/2022 11:32:38 AM"
"295",294,"Base Case","11/10/2022 11:32:38 AM","Nominal | 11/10/2022 10:57:15 AM","2026_10_08 Hr 01",1,0,"Running","  653.8","15791.7","Warning","Resource 'Simple_005' has dispatch costs which are out of order. Look at segment level reporting in the Resource output table to confirm that this is expected.","11/10/2022 11:32:38 AM"
"296",295,"Base Case","11/10/2022 11:33:41 AM","Nominal | 11/10/2022 10:57:15 AM","2026_10_08 Hr 24",1,0,"Running","  651.7","15761.5","Warning","MIP commitment solution found for 10/8/2026 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 11:33:41 AM"
"297",296,"Base Case","11/10/2022 11:33:42 AM","Nominal | 11/10/2022 10:57:15 AM","2023_08_14 Hr 24",1,0,"Running","  640.3","15769.2","Warning","MIP commitment solution found for 8/14/2023 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 11:33:42 AM"
"298",297,"Base Case","11/10/2022 11:34:51 AM","Nominal | 11/10/2022 10:57:15 AM","2026_10_10 Hr 24",1,0,"Running","  733.9","15692.0","Warning","MIP commitment solution found for 10/10/2026 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 11:34:51 AM"
"299",298,"Base Case","11/10/2022 11:35:03 AM","Nominal | 11/10/2022 10:57:15 AM","2029_10_08 Hr 24",1,0,"Running","  665.6","15781.6","Warning","MIP commitment solution found for 10/8/2029 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 11:35:03 AM"
"300",299,"Base Case","11/10/2022 11:35:07 AM","Nominal | 11/10/2022 10:57:15 AM","2020_05_12 Hr 24",1,0,"Running","  685.2","15763.3","Warning","MIP commitment solution found for 5/12/2020 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 11:35:07 AM"
"301",300,"Base Case","11/10/2022 11:36:03 AM","Nominal | 11/10/2022 10:57:15 AM","2026_10_11 Hr 24",1,0,"Running","  709.4","15724.4","Warning","MIP commitment solution found for 10/11/2026 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 11:36:03 AM"
"302",301,"Base Case","11/10/2022 11:36:18 AM","Nominal | 11/10/2022 10:57:15 AM","2029_10_09 Hr 24",1,0,"Running","  640.4","15790.1","Warning","MIP commitment solution found for 10/9/2029 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 11:36:18 AM"
"303",302,"Base Case","11/10/2022 11:36:51 AM","Nominal | 11/10/2022 10:57:15 AM","2035_04_11 Hr 24",1,0,"Running","  685.9","15737.2","Warning","MIP commitment solution found for 4/11/2035 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 11:36:51 AM"
"304",303,"Base Case","11/10/2022 11:36:51 AM","Nominal | 11/10/2022 10:57:15 AM","2035_04_11 Hr 24",1,0,"Running","  684.7","15738.3","Warning","Storage constraints relaxed for dispatch on 4/11/2035 in order to solve.","11/10/2022 11:36:51 AM"
"305",304,"Base Case","11/10/2022 11:37:11 AM","Nominal | 11/10/2022 10:57:15 AM","2026_10_12 Hr 24",1,0,"Running","  710.4","15714.0","Warning","MIP commitment solution found for 10/12/2026 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 11:37:11 AM"
"306",305,"Base Case","11/10/2022 11:38:02 AM","Nominal | 11/10/2022 10:57:15 AM","2029_10_12 Hr 24",1,0,"Running","  688.1","15729.7","Warning","MIP commitment solution found for 10/12/2029 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 11:38:02 AM"
"307",306,"Base Case","11/10/2022 11:39:16 AM","Nominal | 11/10/2022 10:57:15 AM","2029_10_13 Hr 24",1,0,"Running","  675.1","15712.4","Warning","MIP commitment solution found for 10/13/2029 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 11:39:16 AM"
"308",307,"Base Case","11/10/2022 11:40:50 AM","Nominal | 11/10/2022 10:57:15 AM","2020_05_14 Hr 24",1,0,"Running","  504.5","15922.9","Warning","MIP commitment solution found for 5/14/2020 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 11:40:50 AM"
"309",308,"Base Case","11/10/2022 11:43:18 AM","Nominal | 11/10/2022 10:57:15 AM","2023_10_14 Hr 24",1,0,"Running","  640.3","15767.8","Warning","MIP commitment solution found for 10/14/2023 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 11:43:18 AM"
"310",309,"Base Case","11/10/2022 12:04:24 PM","Nominal | 11/10/2022 10:57:15 AM","2020_10_08 Hr 24",1,0,"Running","  141.1","16254.2","Warning","Original MIP solve for 10/8/2020 was unsuccessful. Trying reformulation.","11/10/2022 12:04:24 PM"
"311",310,"Base Case","11/10/2022 12:07:26 PM","Nominal | 11/10/2022 10:57:15 AM","2035_10_08 Hr 24",1,0,"Running","  113.5","16071.7","Warning","Original MIP solve for 10/8/2035 was unsuccessful. Trying reformulation.","11/10/2022 12:07:26 PM"
"312",311,"Base Case","11/10/2022 12:13:18 PM","Nominal | 11/10/2022 10:57:15 AM","2020_10_08 Hr 24",1,0,"Running"," 3728.3","17103.5","Warning","MIP reformulation unsuccessful for 10/8/2020.","11/10/2022 12:13:18 PM"
"313",312,"Base Case","11/10/2022 12:13:18 PM","Nominal | 11/10/2022 10:57:15 AM","2020_10_08 Hr 24",1,0,"Running"," 3728.3","17103.5","Warning","Daily LP dispatch infeasible in 10/8/2020","11/10/2022 12:13:18 PM"
"314",313,"Base Case","11/10/2022 12:14:59 PM","Nominal | 11/10/2022 10:57:15 AM","2024_04_13 Hr 24",1,0,"Running"," 3751.0","17070.3","Warning","MIP commitment solution found for 4/13/2024 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 12:14:59 PM"
"315",314,"Base Case","11/10/2022 12:16:13 PM","Nominal | 11/10/2022 10:57:15 AM","2024_04_14 Hr 24",1,0,"Running"," 3812.4","16976.3","Warning","MIP commitment solution found for 4/14/2024 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 12:16:13 PM"
"316",315,"Base Case","11/10/2022 12:16:20 PM","Nominal | 11/10/2022 10:57:15 AM","2027_04_11 Hr 24",1,0,"Running"," 3798.7","16989.2","Warning","MIP commitment solution found for 4/11/2027 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 12:16:20 PM"
"317",316,"Base Case","11/10/2022 12:17:25 PM","Nominal | 11/10/2022 10:57:15 AM","2027_04_12 Hr 24",1,0,"Running"," 3747.9","17028.7","Warning","MIP commitment solution found for 4/12/2027 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 12:17:25 PM"
"318",317,"Base Case","11/10/2022 12:17:47 PM","Nominal | 11/10/2022 10:57:15 AM","2020_10_09 Hr 24",1,0,"Running"," 3802.7","16972.0","Warning","Original MIP solve for 10/9/2020 was unsuccessful. Trying reformulation.","11/10/2022 12:17:47 PM"
"319",318,"Base Case","11/10/2022 12:20:20 PM","Nominal | 11/10/2022 10:57:15 AM","2038_10_08 Hr 24",1,0,"Running"," 3754.0","17007.5","Warning","Original MIP solve for 10/8/2038 was unsuccessful. Trying reformulation.","11/10/2022 12:20:20 PM"
"320",319,"Base Case","11/10/2022 12:21:18 PM","Nominal | 11/10/2022 10:57:15 AM","2024_06_08 Hr 24",1,0,"Running"," 3752.9","17008.0","Warning","MIP commitment solution found for 6/8/2024 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 12:21:18 PM"
"321",320,"Base Case","11/10/2022 12:22:17 PM","Nominal | 11/10/2022 10:57:15 AM","2035_10_08 Hr 24",1,0,"Running"," 3786.9","16968.1","Warning","MIP reformulation unsuccessful for 10/8/2035.","11/10/2022 12:22:17 PM"
"322",321,"Base Case","11/10/2022 12:22:17 PM","Nominal | 11/10/2022 10:57:15 AM","2020_10_09 Hr 24",1,0,"Running"," 3786.9","16968.1","Warning","Daily LP dispatch infeasible in 10/8/2035","11/10/2022 12:22:17 PM"
"323",322,"Base Case","11/10/2022 12:22:44 PM","Nominal | 11/10/2022 10:57:15 AM","2024_06_12 Hr 24",1,0,"Running"," 3789.9","16942.0","Warning","MIP commitment solution found for 6/12/2024 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 12:22:44 PM"
"324",323,"Base Case","11/10/2022 12:23:30 PM","Nominal | 11/10/2022 10:57:15 AM","2030_06_08 Hr 24",1,0,"Running"," 3790.4","16931.6","Warning","MIP commitment solution found for 6/8/2030 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 12:23:30 PM"
"325",324,"Base Case","11/10/2022 12:24:13 PM","Nominal | 11/10/2022 10:57:15 AM","2035_10_09 Hr 24",1,0,"Running"," 3772.8","16888.3","Warning","MIP commitment solution found for 10/9/2035 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 12:24:13 PM"
"326",325,"Base Case","11/10/2022 12:24:43 PM","Nominal | 11/10/2022 10:57:15 AM","2030_06_09 Hr 24",1,0,"Running"," 3764.8","16966.9","Warning","MIP commitment solution found for 6/9/2030 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 12:24:43 PM"
"327",326,"Base Case","11/10/2022 12:25:54 PM","Nominal | 11/10/2022 10:57:15 AM","2030_06_10 Hr 24",1,0,"Running"," 3803.4","16919.0","Warning","MIP commitment solution found for 6/10/2030 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 12:25:54 PM"
"328",327,"Base Case","11/10/2022 12:26:41 PM","Nominal | 11/10/2022 10:57:15 AM","2020_10_09 Hr 24",1,0,"Running"," 3797.7","16904.5","Warning","MIP reformulation unsuccessful for 10/9/2020.","11/10/2022 12:26:41 PM"
"329",328,"Base Case","11/10/2022 12:26:41 PM","Nominal | 11/10/2022 10:57:15 AM","2020_10_09 Hr 24",1,0,"Running"," 3797.7","16904.5","Warning","Daily LP dispatch infeasible in 10/9/2020","11/10/2022 12:26:41 PM"
"330",329,"Base Case","11/10/2022 12:27:08 PM","Nominal | 11/10/2022 10:57:15 AM","2030_06_11 Hr 24",1,0,"Running"," 3775.8","16924.8","Warning","MIP commitment solution found for 6/11/2030 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 12:27:08 PM"
"331",330,"Base Case","11/10/2022 12:30:23 PM","Nominal | 11/10/2022 10:57:15 AM","2027_08_12 Hr 24",1,0,"Running"," 3726.7","16920.1","Warning","MIP commitment solution found for 8/12/2027 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 12:30:23 PM"
"332",331,"Base Case","11/10/2022 12:31:12 PM","Nominal | 11/10/2022 10:57:15 AM","2020_10_10 Hr 24",1,0,"Running"," 3786.7","16847.6","Warning","Original MIP solve for 10/10/2020 was unsuccessful. Trying reformulation.","11/10/2022 12:31:12 PM"
"333",332,"Base Case","11/10/2022 12:31:26 PM","Nominal | 11/10/2022 10:57:15 AM","2027_08_13 Hr 24",1,0,"Running"," 3778.8","16852.9","Warning","MIP commitment solution found for 8/13/2027 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 12:31:26 PM"
"334",333,"Base Case","11/10/2022 12:32:30 PM","Nominal | 11/10/2022 10:57:15 AM","2027_08_14 Hr 24",1,0,"Running"," 3740.4","16895.1","Warning","MIP commitment solution found for 8/14/2027 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 12:32:30 PM"
"335",334,"Base Case","11/10/2022 12:34:32 PM","Nominal | 11/10/2022 10:57:15 AM","2024_10_10 Hr 24",1,0,"Running"," 3792.2","16862.8","Warning","MIP commitment solution found for 10/10/2024 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 12:34:32 PM"
"336",335,"Base Case","11/10/2022 12:35:43 PM","Nominal | 11/10/2022 10:57:15 AM","2024_10_11 Hr 24",1,0,"Running"," 3711.5","16550.9","Warning","MIP commitment solution found for 10/11/2024 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 12:35:43 PM"
"337",336,"Base Case","11/10/2022 12:38:05 PM","Nominal | 11/10/2022 10:57:15 AM","2024_10_14 Hr 24",1,0,"Running"," 3771.9","16664.1","Warning","MIP commitment solution found for 10/14/2024 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 12:38:05 PM"
"338",337,"Base Case","11/10/2022 12:39:08 PM","Nominal | 11/10/2022 10:57:15 AM","2027_10_11 Hr 24",1,0,"Running"," 3694.2","16822.2","Warning","MIP commitment solution found for 10/11/2027 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 12:39:08 PM"
"339",338,"Base Case","11/10/2022 12:40:05 PM","Nominal | 11/10/2022 10:57:15 AM","2033_04_11 Hr 24",1,0,"Running"," 3786.7","16751.1","Warning","MIP commitment solution found for 4/11/2033 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 12:40:05 PM"
"340",339,"Base Case","11/10/2022 12:40:05 PM","Nominal | 11/10/2022 10:57:15 AM","2020_10_10 Hr 24",1,0,"Running"," 3766.6","16776.6","Warning","MIP reformulation unsuccessful for 10/10/2020.","11/10/2022 12:40:05 PM"
"341",340,"Base Case","11/10/2022 12:40:05 PM","Nominal | 11/10/2022 10:57:15 AM","2020_10_10 Hr 24",1,0,"Running"," 3766.6","16776.6","Warning","Daily LP dispatch infeasible in 10/10/2020","11/10/2022 12:40:05 PM"
"342",341,"Base Case","11/10/2022 12:40:15 PM","Nominal | 11/10/2022 10:57:15 AM","2027_10_12 Hr 24",1,0,"Running"," 3772.1","16764.6","Warning","MIP commitment solution found for 10/12/2027 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 12:40:15 PM"
"343",342,"Base Case","11/10/2022 12:40:38 PM","Nominal | 11/10/2022 10:57:15 AM","2030_10_08 Hr 24",1,0,"Running"," 3788.2","16750.9","Warning","MIP commitment solution found for 10/8/2030 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 12:40:38 PM"
"344",343,"Base Case","11/10/2022 12:41:23 PM","Nominal | 11/10/2022 10:57:15 AM","2038_10_08 Hr 24",1,0,"Running"," 3715.5","16763.7","Warning","MIP reformulation unsuccessful for 10/8/2038.","11/10/2022 12:41:23 PM"
"345",344,"Base Case","11/10/2022 12:41:23 PM","Nominal | 11/10/2022 10:57:15 AM","2020_10_11 Hr 24",1,0,"Running"," 3715.5","16763.7","Warning","Daily LP dispatch infeasible in 10/8/2038","11/10/2022 12:41:23 PM"
"346",345,"Base Case","11/10/2022 12:41:53 PM","Nominal | 11/10/2022 10:57:15 AM","2030_10_09 Hr 24",1,0,"Running"," 3753.2","16749.0","Warning","MIP commitment solution found for 10/9/2030 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 12:41:53 PM"
"347",346,"Base Case","11/10/2022 12:43:39 PM","Nominal | 11/10/2022 10:57:15 AM","2030_10_12 Hr 24",1,0,"Running"," 3778.0","16758.7","Warning","MIP commitment solution found for 10/12/2030 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 12:43:39 PM"
"348",347,"Base Case","11/10/2022 12:44:41 PM","Nominal | 11/10/2022 10:57:15 AM","2020_10_11 Hr 24",1,0,"Running"," 3306.6","20854.7","Warning","Original MIP solve for 10/11/2020 was unsuccessful. Trying reformulation.","11/10/2022 12:44:41 PM"
"349",348,"Base Case","11/10/2022 12:44:50 PM","Nominal | 11/10/2022 10:57:15 AM","2030_10_13 Hr 24",1,0,"Running"," 3327.8","20842.9","Warning","MIP commitment solution found for 10/13/2030 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 12:44:50 PM"
"350",349,"Base Case","11/10/2022 12:53:34 PM","Nominal | 11/10/2022 10:57:15 AM","2020_10_11 Hr 24",1,0,"Running"," 3344.9","21431.5","Warning","MIP reformulation unsuccessful for 10/11/2020.","11/10/2022 12:53:34 PM"
"351",350,"Base Case","11/10/2022 12:53:34 PM","Nominal | 11/10/2022 10:57:15 AM","2020_10_11 Hr 24",1,0,"Running"," 3345.1","21431.5","Warning","Daily LP dispatch infeasible in 10/11/2020","11/10/2022 12:53:34 PM"
"352",351,"Base Case","11/10/2022 1:05:03 PM","Nominal | 11/10/2022 10:57:15 AM","2020_11_08 Hr 24",1,0,"Running"," 1430.5","26068.5","Warning","Original MIP solve for 11/8/2020 was unsuccessful. Trying reformulation.","11/10/2022 1:05:03 PM"
"353",352,"Base Case","11/10/2022 1:07:22 PM","Nominal | 11/10/2022 10:57:15 AM","2033_10_08 Hr 24",1,0,"Running"," 1484.4","27152.6","Warning","MIP commitment solution found for 10/8/2033 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 1:07:22 PM"
"354",353,"Base Case","11/10/2022 1:13:57 PM","Nominal | 11/10/2022 10:57:15 AM","2020_11_08 Hr 24",1,0,"Running"," 1645.1","26958.9","Warning","MIP reformulation unsuccessful for 11/8/2020.","11/10/2022 1:13:57 PM"
"355",354,"Base Case","11/10/2022 1:13:57 PM","Nominal | 11/10/2022 10:57:15 AM","2020_11_08 Hr 24",1,0,"Running"," 1645.1","26958.9","Warning","Daily LP dispatch infeasible in 11/8/2020","11/10/2022 1:13:57 PM"
"356",355,"Base Case","11/10/2022 1:18:26 PM","Nominal | 11/10/2022 10:57:15 AM","2020_11_09 Hr 24",1,0,"Running"," 1674.2","26613.8","Warning","Original MIP solve for 11/9/2020 was unsuccessful. Trying reformulation.","11/10/2022 1:18:26 PM"
"357",356,"Base Case","11/10/2022 1:19:28 PM","Nominal | 11/10/2022 10:57:15 AM","2025_06_08 Hr 24",1,0,"Running"," 1654.3","26619.3","Warning","MIP commitment solution found for 6/8/2025 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 1:19:28 PM"
"358",357,"Base Case","11/10/2022 1:20:39 PM","Nominal | 11/10/2022 10:57:15 AM","2025_06_09 Hr 24",1,0,"Running"," 1655.4","26630.7","Warning","MIP commitment solution found for 6/9/2025 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 1:20:39 PM"
"359",358,"Base Case","11/10/2022 1:22:39 PM","Nominal | 11/10/2022 10:57:15 AM","2028_06_11 Hr 24",1,0,"Running"," 1672.1","26619.8","Warning","MIP commitment solution found for 6/11/2028 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 1:22:39 PM"
"360",359,"Base Case","11/10/2022 1:23:43 PM","Nominal | 11/10/2022 10:57:15 AM","2028_06_12 Hr 24",1,0,"Running"," 1668.8","26537.3","Warning","MIP commitment solution found for 6/12/2028 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 1:23:43 PM"
"361",360,"Base Case","11/10/2022 1:27:19 PM","Nominal | 11/10/2022 10:57:15 AM","2020_11_09 Hr 24",1,0,"Running"," 1697.1","26498.8","Warning","MIP reformulation unsuccessful for 11/9/2020.","11/10/2022 1:27:19 PM"
"362",361,"Base Case","11/10/2022 1:27:19 PM","Nominal | 11/10/2022 10:57:15 AM","2020_11_09 Hr 24",1,0,"Running"," 1697.1","26498.8","Warning","Daily LP dispatch infeasible in 11/9/2020","11/10/2022 1:27:19 PM"
"363",362,"Base Case","11/10/2022 1:30:29 PM","Nominal | 11/10/2022 10:57:15 AM","2028_08_12 Hr 24",1,0,"Running"," 1686.8","26375.4","Warning","MIP commitment solution found for 8/12/2028 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 1:30:29 PM"
"364",363,"Base Case","11/10/2022 1:31:32 PM","Nominal | 11/10/2022 10:57:15 AM","2028_08_13 Hr 24",1,0,"Running"," 1710.2","26336.7","Warning","MIP commitment solution found for 8/13/2028 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 1:31:32 PM"
"365",364,"Base Case","11/10/2022 1:31:49 PM","Nominal | 11/10/2022 10:57:15 AM","2020_11_10 Hr 24",1,0,"Running"," 1714.1","26334.7","Warning","Original MIP solve for 11/10/2020 was unsuccessful. Trying reformulation.","11/10/2022 1:31:49 PM"
"366",365,"Base Case","11/10/2022 1:32:13 PM","Nominal | 11/10/2022 10:57:15 AM","2036_04_11 Hr 24",1,0,"Running"," 1732.2","26316.2","Warning","MIP commitment solution found for 4/11/2036 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 1:32:13 PM"
"367",366,"Base Case","11/10/2022 1:33:47 PM","Nominal | 11/10/2022 10:57:15 AM","2031_06_08 Hr 24",1,0,"Running"," 1722.5","26304.7","Warning","MIP commitment solution found for 6/8/2031 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 1:33:47 PM"
"368",367,"Base Case","11/10/2022 1:34:15 PM","Nominal | 11/10/2022 10:57:15 AM","2025_10_11 Hr 24",1,0,"Running"," 1749.8","26252.8","Warning","MIP commitment solution found for 10/11/2025 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 1:34:15 PM"
"369",368,"Base Case","11/10/2022 1:35:00 PM","Nominal | 11/10/2022 10:57:15 AM","2031_06_09 Hr 24",1,0,"Running"," 1738.6","26248.2","Warning","MIP commitment solution found for 6/9/2031 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 1:35:00 PM"
"370",369,"Base Case","11/10/2022 1:35:27 PM","Nominal | 11/10/2022 10:57:15 AM","2025_10_12 Hr 24",1,0,"Running"," 1733.6","26302.7","Warning","MIP commitment solution found for 10/12/2025 did not meet input tolerance, but the time limit was reached. The best available solution will be used, but this may cause results that are not reproducible.","11/10/2022 1:35:27 PM"
