"","Date","Hour","Demand"
"322","2020-01-14","09",11363
"323","2020-01-14","10",11373
"324","2020-01-14","11",11393
"325","2020-01-14","12",11358
"326","2020-01-14","13",11290
"327","2020-01-14","14",11267
"328","2020-01-14","15",11290
"329","2020-01-14","16",11435
"330","2020-01-14","17",11698
"331","2020-01-14","18",11602
"332","2020-01-14","19",11458
"333","2020-01-14","20",11393
"334","2020-01-14","21",11155
"335","2020-01-14","22",10892
"336","2020-01-14","23",10658
"337","2020-01-15","00",10478
"338","2020-01-15","01",10390
"339","2020-01-15","02",10355
"340","2020-01-15","03",10318
"341","2020-01-15","04",10298
"342","2020-01-15","05",10402
"343","2020-01-15","06",10749
"344","2020-01-15","07",11068
"345","2020-01-15","08",11234
"346","2020-01-15","09",11226
"347","2020-01-15","10",11209
"348","2020-01-15","11",11155
"349","2020-01-15","12",11112
"350","2020-01-15","13",11112
"351","2020-01-15","14",11052
"352","2020-01-15","15",11084
"353","2020-01-15","16",11254
"354","2020-01-15","17",11562
"355","2020-01-15","18",11474
"356","2020-01-15","19",11354
"357","2020-01-15","20",11210
"358","2020-01-15","21",11032
"359","2020-01-15","22",10708
"360","2020-01-15","23",10557
"361","2020-01-16","00",10435
"362","2020-01-16","01",10327
"363","2020-01-16","02",10280
"364","2020-01-16","03",10239
"365","2020-01-16","04",10253
"366","2020-01-16","05",10328
"367","2020-01-16","06",10641
"368","2020-01-16","07",10998
"369","2020-01-16","08",11181
"370","2020-01-16","09",11238
"371","2020-01-16","10",11276
"372","2020-01-16","11",11266
"373","2020-01-16","12",11230
"374","2020-01-16","13",11188
"375","2020-01-16","14",11168
"376","2020-01-16","15",11200
"377","2020-01-16","16",11287
"378","2020-01-16","17",11522
"379","2020-01-16","18",11412
"380","2020-01-16","19",11275
"381","2020-01-16","20",11096
"382","2020-01-16","21",10951
"383","2020-01-16","22",10676
"384","2020-01-16","23",10413
"385","2020-01-17","00",10261
"386","2020-01-17","01",10178
"387","2020-01-17","02",10133
"388","2020-01-17","03",10182
"389","2020-01-17","04",10215
"390","2020-01-17","05",10376
"391","2020-01-17","06",10669
"392","2020-01-17","07",11071
"393","2020-01-17","08",11249
"394","2020-01-17","09",11295
"395","2020-01-17","10",11328
"396","2020-01-17","11",11363
"397","2020-01-17","12",11357
"398","2020-01-17","13",11274
"399","2020-01-17","14",11246
"400","2020-01-17","15",11216
"401","2020-01-17","16",11270
"402","2020-01-17","17",11428
"403","2020-01-17","18",11282
"404","2020-01-17","19",11203
"405","2020-01-17","20",11236
"406","2020-01-17","21",11137
"407","2020-01-17","22",10868
"408","2020-01-17","23",10650
"409","2020-01-18","00",10492
"410","2020-01-18","01",10414
"411","2020-01-18","02",10299
"412","2020-01-18","03",10238
"413","2020-01-18","04",10278
"414","2020-01-18","05",10352
"415","2020-01-18","06",10452
"416","2020-01-18","07",10738
"417","2020-01-18","08",10911
"418","2020-01-18","09",11012
"419","2020-01-18","10",11103
"420","2020-01-18","11",11119
"421","2020-01-18","12",11092
"422","2020-01-18","13",11062
"423","2020-01-18","14",11027
"424","2020-01-18","15",11028
"425","2020-01-18","16",11199
"426","2020-01-18","17",11456
"427","2020-01-18","18",11372
"428","2020-01-18","19",11232
"429","2020-01-18","20",11098
"430","2020-01-18","21",10928
"431","2020-01-18","22",10693
"432","2020-01-18","23",10520
"433","2020-01-19","00",10325
"434","2020-01-19","01",10205
"435","2020-01-19","02",10140
"436","2020-01-19","03",10113
"437","2020-01-19","04",10141
"438","2020-01-19","05",10179
"439","2020-01-19","06",10292
"440","2020-01-19","07",10463
"441","2020-01-19","08",10642
"442","2020-01-19","09",10711
"443","2020-01-19","10",10821
"444","2020-01-19","11",10868
"445","2020-01-19","12",10879
"446","2020-01-19","13",10834
"447","2020-01-19","14",10825
"448","2020-01-19","15",10881
"449","2020-01-19","16",10969
"450","2020-01-19","17",11313
"451","2020-01-19","18",11100
"452","2020-01-19","19",10946
"453","2020-01-19","20",10791
"454","2020-01-19","21",10594
"455","2020-01-19","22",10310
"456","2020-01-19","23",10032
"457","2020-01-20","00",9870
"458","2020-01-20","01",9774
"459","2020-01-20","02",9692
"460","2020-01-20","03",9697
"461","2020-01-20","04",9768
"462","2020-01-20","05",9912
"463","2020-01-20","06",10280
"464","2020-01-20","07",10662
"465","2020-01-20","08",10831
"466","2020-01-20","09",10822
"467","2020-01-20","10",10821
"468","2020-01-20","11",10833
"469","2020-01-20","12",10811
"470","2020-01-20","13",10796
"471","2020-01-20","14",10774
"472","2020-01-20","15",10853
"473","2020-01-20","16",11010
"474","2020-01-20","17",11214
"475","2020-01-20","18",11077
"476","2020-01-20","19",10882
"477","2020-01-20","20",10774
"478","2020-01-20","21",10523
"479","2020-01-20","22",10144
"480","2020-01-20","23",9815
"481","2020-01-21","00",9624
"482","2020-01-21","01",9545
"483","2020-01-21","02",9470
"484","2020-01-21","03",9455
"485","2020-01-21","04",9477
"486","2020-01-21","05",9640
"487","2020-01-21","06",10062
"488","2020-01-21","07",10524
"489","2020-01-21","08",10658
"490","2020-01-21","09",10611
"491","2020-01-21","10",10512
"492","2020-01-21","11",10457
"493","2020-01-21","12",10441
"494","2020-01-21","13",10447
"495","2020-01-21","14",10430
"496","2020-01-21","15",10494
"497","2020-01-21","16",10651
"498","2020-01-21","17",10946
"499","2020-01-21","18",10833
"500","2020-01-21","19",10750
"501","2020-01-21","20",10575
"502","2020-01-21","21",10310
"503","2020-01-21","22",10013
"504","2020-01-21","23",9692
"505","2020-01-22","00",9536
"506","2020-01-22","01",9428
"507","2020-01-22","02",9372
"508","2020-01-22","03",9360
"509","2020-01-22","04",9472
"510","2020-01-22","05",9659
"511","2020-01-22","06",10085
"512","2020-01-22","07",10573
"513","2020-01-22","08",10674
"514","2020-01-22","09",10723
"515","2020-01-22","10",10748
"516","2020-01-22","11",10706
"517","2020-01-22","12",10744
"518","2020-01-22","13",10704
"519","2020-01-22","14",10626
"520","2020-01-22","15",10672
"521","2020-01-22","16",10792
"522","2020-01-22","17",11072
"523","2020-01-22","18",11017
"524","2020-01-22","19",10898
"525","2020-01-22","20",10814
"526","2020-01-22","21",10554
"527","2020-01-22","22",10191
"528","2020-01-22","23",9927
"529","2020-01-23","00",9768
"530","2020-01-23","01",9661
"531","2020-01-23","02",9588
"532","2020-01-23","03",9582
"533","2020-01-23","04",9627
"534","2020-01-23","05",9816
"535","2020-01-23","06",10256
"536","2020-01-23","07",10727
"537","2020-01-23","08",10937
"538","2020-01-23","09",10986
"539","2020-01-23","10",10972
"540","2020-01-23","11",10994
"541","2020-01-23","12",10957
"542","2020-01-23","13",10929
"543","2020-01-23","14",10900
"544","2020-01-23","15",10916
"545","2020-01-23","16",11005
"546","2020-01-23","17",11255
"547","2020-01-23","18",11138
"548","2020-01-23","19",10984
"549","2020-01-23","20",10832
"550","2020-01-23","21",10549
"551","2020-01-23","22",10216
"552","2020-01-23","23",9913
"553","2020-01-24","00",9739
"554","2020-01-24","01",9635
"555","2020-01-24","02",9570
"556","2020-01-24","03",9551
"557","2020-01-24","04",9588
"558","2020-01-24","05",9735
"559","2020-01-24","06",10129
"560","2020-01-24","07",10594
"561","2020-01-24","08",10798
"562","2020-01-24","09",10768
"563","2020-01-24","10",10774
"564","2020-01-24","11",10713
"565","2020-01-24","12",10658
"566","2020-01-24","13",10585
"567","2020-01-24","14",10559
"568","2020-01-24","15",10561
"569","2020-01-24","16",10670
"570","2020-01-24","17",10898
"571","2020-01-24","18",10791
"572","2020-01-24","19",10670
"573","2020-01-24","20",10551
"574","2020-01-24","21",10376
"575","2020-01-24","22",10135
"576","2020-01-24","23",9841
"577","2020-01-25","00",9577
"578","2020-01-25","01",9515
"579","2020-01-25","02",9433
"580","2020-01-25","03",9413
"581","2020-01-25","04",9390
"582","2020-01-25","05",9483
"583","2020-01-25","06",9628
"584","2020-01-25","07",9888
"585","2020-01-25","08",10106
"586","2020-01-25","09",10180
"587","2020-01-25","10",10252
"588","2020-01-25","11",10219
"589","2020-01-25","12",10178
"590","2020-01-25","13",10086
"591","2020-01-25","14",9997
"592","2020-01-25","15",10047
"593","2020-01-25","16",10200
"594","2020-01-25","17",10549
"595","2020-01-25","18",10581
"596","2020-01-25","19",10416
"597","2020-01-25","20",10285
"598","2020-01-25","21",10131
"599","2020-01-25","22",9956
"600","2020-01-25","23",9739
"601","2020-01-26","00",9556
"602","2020-01-26","01",9448
"603","2020-01-26","02",9403
"604","2020-01-26","03",9422
"605","2020-01-26","04",9439
"606","2020-01-26","05",9475
"607","2020-01-26","06",9624
"608","2020-01-26","07",9851
"609","2020-01-26","08",10054
"610","2020-01-26","09",10161
"611","2020-01-26","10",10281
"612","2020-01-26","11",10319
"613","2020-01-26","12",10286
"614","2020-01-26","13",10249
"615","2020-01-26","14",10248
"616","2020-01-26","15",10274
"617","2020-01-26","16",10502
"618","2020-01-26","17",10812
"619","2020-01-26","18",10821
"620","2020-01-26","19",10698
"621","2020-01-26","20",10554
"622","2020-01-26","21",10358
"623","2020-01-26","22",10033
"624","2020-01-26","23",9768
"625","2020-01-27","00",9627
"626","2020-01-27","01",9557
"627","2020-01-27","02",9526
"628","2020-01-27","03",9506
"629","2020-01-27","04",9538
"630","2020-01-27","05",9739
"631","2020-01-27","06",10170
"632","2020-01-27","07",10676
"633","2020-01-27","08",10834
"634","2020-01-27","09",10776
"635","2020-01-27","10",10807
"636","2020-01-27","11",10789
"637","2020-01-27","12",10717
"638","2020-01-27","13",10658
"639","2020-01-27","14",10586
"640","2020-01-27","15",10622
"641","2020-01-27","16",10757
"642","2020-01-27","17",11063
"643","2020-01-27","18",11087
"644","2020-01-27","19",10975
"645","2020-01-27","20",10810
"646","2020-01-27","21",10527
"647","2020-01-27","22",10216
"648","2020-01-27","23",9933
"649","2020-01-28","00",9751
"650","2020-01-28","01",9708
"651","2020-01-28","02",9651
"652","2020-01-28","03",9587
"653","2020-01-28","04",9648
"654","2020-01-28","05",9843
"655","2020-01-28","06",10207
"656","2020-01-28","07",10720
"657","2020-01-28","08",10841
"658","2020-01-28","09",10669
"659","2020-01-28","10",10712
"660","2020-01-28","11",10750
"661","2020-01-28","12",10787
"662","2020-01-28","13",10816
"663","2020-01-28","14",10775
"664","2020-01-28","15",10740
"665","2020-01-28","16",10844
"666","2020-01-28","17",11106
"667","2020-01-28","18",11098
"668","2020-01-28","19",10991
"669","2020-01-28","20",10862
"670","2020-01-28","21",10633
"671","2020-01-28","22",10325
"672","2020-01-28","23",10021
"673","2020-01-29","00",9802
"674","2020-01-29","01",9696
"675","2020-01-29","02",9597
"676","2020-01-29","03",9620
"677","2020-01-29","04",9678
"678","2020-01-29","05",9900
"679","2020-01-29","06",10352
"680","2020-01-29","07",10866
"681","2020-01-29","08",10931
"682","2020-01-29","09",10882
"683","2020-01-29","10",10822
"684","2020-01-29","11",10761
"685","2020-01-29","12",10744
"686","2020-01-29","13",10772
"687","2020-01-29","14",10843
"688","2020-01-29","15",10926
"689","2020-01-29","16",11108
"690","2020-01-29","17",11288
"691","2020-01-29","18",11166
"692","2020-01-29","19",10987
"693","2020-01-29","20",10803
"694","2020-01-29","21",10532
"695","2020-01-29","22",10225
"696","2020-01-29","23",9869
"697","2020-01-30","00",9642
"698","2020-01-30","01",9533
"699","2020-01-30","02",9500
"700","2020-01-30","03",9482
"701","2020-01-30","04",9581
"702","2020-01-30","05",9755
"703","2020-01-30","06",10115
"704","2020-01-30","07",10624
"705","2020-01-30","08",10752
"706","2020-01-30","09",10715
"707","2020-01-30","10",10732
"708","2020-01-30","11",10707
"709","2020-01-30","12",10695
"710","2020-01-30","13",10660
"711","2020-01-30","14",10574
"712","2020-01-30","15",10639
"713","2020-01-30","16",10767
"714","2020-01-30","17",10983
"715","2020-01-30","18",10972
"716","2020-01-30","19",10840
"717","2020-01-30","20",10705
"718","2020-01-30","21",10462
"719","2020-01-30","22",10198
"720","2020-01-30","23",9899
"721","2020-01-31","00",9687
"722","2020-01-31","01",9538
"723","2020-01-31","02",9493
"724","2020-01-31","03",9490
"725","2020-01-31","04",9478
"726","2020-01-31","05",9599
"727","2020-01-31","06",10018
"728","2020-01-31","07",10499
"729","2020-01-31","08",10674
"730","2020-01-31","09",10604
"731","2020-01-31","10",10616
"732","2020-01-31","11",10594
"733","2020-01-31","12",10534
"734","2020-01-31","13",10553
"735","2020-01-31","14",10525
"736","2020-01-31","15",10437
"737","2020-01-31","16",10546
"738","2020-01-31","17",10762
"739","2020-01-31","18",10734
"740","2020-01-31","19",10569
"741","2020-01-31","20",10424
"742","2020-01-31","21",10242
"743","2020-01-31","22",10033
"744","2020-01-31","23",9805
"745","2020-02-01","00",9590
"746","2020-02-01","01",9414
"747","2020-02-01","02",9331
"748","2020-02-01","03",9290
"749","2020-02-01","04",9265
"750","2020-02-01","05",9300
"751","2020-02-01","06",9457
"752","2020-02-01","07",9711
"753","2020-02-01","08",9939
"754","2020-02-01","09",10089
"755","2020-02-01","10",10186
"756","2020-02-01","11",10179
"757","2020-02-01","12",10203
"758","2020-02-01","13",10218
"759","2020-02-01","14",10250
"760","2020-02-01","15",10251
"761","2020-02-01","16",10349
"762","2020-02-01","17",10528
"763","2020-02-01","18",10533
"764","2020-02-01","19",10399
"765","2020-02-01","20",10317
"766","2020-02-01","21",10220
"767","2020-02-01","22",10016
"768","2020-02-01","23",9799
"769","2020-02-02","00",9650
"770","2020-02-02","01",9557
"771","2020-02-02","02",9431
"772","2020-02-02","03",9434
"773","2020-02-02","04",9437
"774","2020-02-02","05",9465
"775","2020-02-02","06",9543
"776","2020-02-02","07",9787
"777","2020-02-02","08",9980
"778","2020-02-02","09",10102
"779","2020-02-02","10",10223
"780","2020-02-02","11",10255
"781","2020-02-02","12",10303
"782","2020-02-02","13",10277
"783","2020-02-02","14",10216
"784","2020-02-02","15",10264
"785","2020-02-02","16",10439
"786","2020-02-02","17",10752
"787","2020-02-02","18",10865
"788","2020-02-02","19",10791
"789","2020-02-02","20",10652
"790","2020-02-02","21",10454
"791","2020-02-02","22",10145
"792","2020-02-02","23",9880
"793","2020-02-03","00",9692
"794","2020-02-03","01",9595
"795","2020-02-03","02",9580
"796","2020-02-03","03",9574
"797","2020-02-03","04",9637
"798","2020-02-03","05",9768
"799","2020-02-03","06",10226
"800","2020-02-03","07",10769
"801","2020-02-03","08",10972
"802","2020-02-03","09",10973
"803","2020-02-03","10",10944
"804","2020-02-03","11",10907
"805","2020-02-03","12",10885
"806","2020-02-03","13",10847
"807","2020-02-03","14",10846
"808","2020-02-03","15",10869
"809","2020-02-03","16",10932
"810","2020-02-03","17",11016
"811","2020-02-03","18",11036
"812","2020-02-03","19",10953
"813","2020-02-03","20",10903
"814","2020-02-03","21",10722
"815","2020-02-03","22",10417
"816","2020-02-03","23",10115
"817","2020-02-04","00",9933
"818","2020-02-04","01",9800
"819","2020-02-04","02",9795
"820","2020-02-04","03",9798
"821","2020-02-04","04",9807
"822","2020-02-04","05",9939
"823","2020-02-04","06",10397
"824","2020-02-04","07",10856
"825","2020-02-04","08",10916
"826","2020-02-04","09",10879
"827","2020-02-04","10",10850
"828","2020-02-04","11",10833
"829","2020-02-04","12",10739
"830","2020-02-04","13",10706
"831","2020-02-04","14",10670
"832","2020-02-04","15",10663
"833","2020-02-04","16",10774
"834","2020-02-04","17",10871
"835","2020-02-04","18",10909
"836","2020-02-04","19",10768
"837","2020-02-04","20",10643
"838","2020-02-04","21",10396
"839","2020-02-04","22",10053
"840","2020-02-04","23",9760
"841","2020-02-05","00",9548
"842","2020-02-05","01",9418
"843","2020-02-05","02",9408
"844","2020-02-05","03",9402
"845","2020-02-05","04",9455
"846","2020-02-05","05",9655
"847","2020-02-05","06",10035
"848","2020-02-05","07",10548
"849","2020-02-05","08",10643
"850","2020-02-05","09",10598
"851","2020-02-05","10",10605
"852","2020-02-05","11",10591
"853","2020-02-05","12",10560
"854","2020-02-05","13",10477
"855","2020-02-05","14",10470
"856","2020-02-05","15",10564
"857","2020-02-05","16",10706
"858","2020-02-05","17",10833
"859","2020-02-05","18",10778
"860","2020-02-05","19",10693
"861","2020-02-05","20",10531
"862","2020-02-05","21",10330
"863","2020-02-05","22",9984
"864","2020-02-05","23",9648
"865","2020-02-06","00",9441
"866","2020-02-06","01",9299
"867","2020-02-06","02",9268
"868","2020-02-06","03",9289
"869","2020-02-06","04",9307
"870","2020-02-06","05",9518
"871","2020-02-06","06",9907
"872","2020-02-06","07",10402
"873","2020-02-06","08",10513
"874","2020-02-06","09",10535
"875","2020-02-06","10",10569
"876","2020-02-06","11",10521
"877","2020-02-06","12",10434
"878","2020-02-06","13",10473
"879","2020-02-06","14",10464
"880","2020-02-06","15",10502
"881","2020-02-06","16",10630
"882","2020-02-06","17",10756
"883","2020-02-06","18",10763
"884","2020-02-06","19",10704
"885","2020-02-06","20",10597
"886","2020-02-06","21",10330
"887","2020-02-06","22",10038
"888","2020-02-06","23",9795
"889","2020-02-07","00",9622
"890","2020-02-07","01",9495
"891","2020-02-07","02",9427
"892","2020-02-07","03",9465
"893","2020-02-07","04",9471
"894","2020-02-07","05",9624
"895","2020-02-07","06",10006
"896","2020-02-07","07",10528
"897","2020-02-07","08",10598
"898","2020-02-07","09",10574
"899","2020-02-07","10",10587
"900","2020-02-07","11",10556
"901","2020-02-07","12",10517
"902","2020-02-07","13",10518
"903","2020-02-07","14",10467
"904","2020-02-07","15",10456
"905","2020-02-07","16",10447
"906","2020-02-07","17",10585
"907","2020-02-07","18",10681
"908","2020-02-07","19",10555
"909","2020-02-07","20",10445
"910","2020-02-07","21",10275
"911","2020-02-07","22",9984
"912","2020-02-07","23",9745
"913","2020-02-08","00",9558
"914","2020-02-08","01",9441
"915","2020-02-08","02",9443
"916","2020-02-08","03",9459
"917","2020-02-08","04",9456
"918","2020-02-08","05",9502
"919","2020-02-08","06",9661
"920","2020-02-08","07",9886
"921","2020-02-08","08",10032
"922","2020-02-08","09",10240
"923","2020-02-08","10",10328
"924","2020-02-08","11",10371
"925","2020-02-08","12",10338
"926","2020-02-08","13",10260
"927","2020-02-08","14",10270
"928","2020-02-08","15",10296
"929","2020-02-08","16",10383
"930","2020-02-08","17",10626
"931","2020-02-08","18",10756
