Date,Price ($),30Ravg ($),AIL Demand (MW)
08/23/2021 23,91.5,101.33,8941
08/23/2021 24,40.8,101.29,8627
08/24/2021 01,42.3,101.26,8410
08/24/2021 02,35.96,101.22,8281
08/24/2021 03,46.49,101.2,8217
08/24/2021 04,49.87,101.18,8203
08/24/2021 05,46.49,101.16,8234
08/24/2021 06,41.43,101.13,8388
08/24/2021 07,59.65,101.13,8689
08/24/2021 08,49.79,101.14,8968
08/24/2021 09,75.82,101.16,9164
08/24/2021 10,72.11,101.17,9305
08/24/2021 11,78.66,101.17,9390
08/24/2021 12,81.07,101.14,9452
08/24/2021 13,86.34,100.98,9497
08/24/2021 14,76.78,100.88,9518
08/24/2021 15,75.26,100.77,9499
08/24/2021 16,75.03,100.66,9512
08/24/2021 17,76.89,100.42,9521
08/24/2021 18,79.68,100.1,9534
08/24/2021 19,72.86,99.76,9373
08/24/2021 20,64.35,99.44,9261
08/24/2021 21,56.34,99.29,9209
08/24/2021 22,53.61,99.25,9243
08/24/2021 23,60.12,99.24,8968
08/24/2021 24,56.44,99.24,8593
08/25/2021 01,35.37,99.22,8374
08/25/2021 02,41.09,99.21,8293
08/25/2021 03,38.94,99.19,8234
08/25/2021 04,45.19,99.2,8209
08/25/2021 05,38.9,99.18,8228
08/25/2021 06,38.87,99.16,8360
08/25/2021 07,43.63,99.13,8554
08/25/2021 08,38.15,99.1,8840
08/25/2021 09,50.44,99.08,9097
08/25/2021 10,59.07,99.06,9263
08/25/2021 11,66.06,99,9396
08/25/2021 12,64.95,98.77,9505
08/25/2021 13,71.71,98.51,9535
08/25/2021 14,69.03,97.76,9591
08/25/2021 15,85.12,97.35,9658
08/25/2021 16,80.87,96.6,9712
08/25/2021 17,82.09,95.82,9746
08/25/2021 18,100.58,94.99,9765
08/25/2021 19,103.19,94.65,9613
08/25/2021 20,80.09,94.6,9465
08/25/2021 21,62.31,94.59,9344
08/25/2021 22,52.13,94.57,9325
08/25/2021 23,37.16,94.53,9041
08/25/2021 24,40,94.49,8721
08/26/2021 01,41.82,94.46,8495
08/26/2021 02,39.59,94.42,8348
08/26/2021 03,37.73,94.39,8268
08/26/2021 04,47.2,94.38,8207
08/26/2021 05,48.42,94.37,8215
08/26/2021 06,57.25,94.37,8339
08/26/2021 07,54.68,94.37,8569
08/26/2021 08,49.31,94.38,8834
08/26/2021 09,53.53,94.37,9089
08/26/2021 10,64.21,94.37,9237
08/26/2021 11,69.87,94.37,9469
08/26/2021 12,69.87,94.38,9566
08/26/2021 13,69.87,94.38,9648
08/26/2021 14,73.69,94.39,9724
08/26/2021 15,74.85,94.39,9793
08/26/2021 16,69.74,94.15,9803
08/26/2021 17,72.81,93.67,9851
08/26/2021 18,67.12,93.14,9842
08/26/2021 19,62.98,92.74,9635
08/26/2021 20,64.81,92.52,9518
08/26/2021 21,67.22,92.51,9431
08/26/2021 22,63.85,92.49,9357
08/26/2021 23,41.8,92.44,9115
08/26/2021 24,38.68,92.39,8824
08/27/2021 01,51.55,92.38,8553
08/27/2021 02,55.41,92.37,8427
08/27/2021 03,59.68,92.37,8331
08/27/2021 04,61.08,92.37,8293
08/27/2021 05,60.93,92.37,8318
08/27/2021 06,49.24,92.35,8422
08/27/2021 07,55.22,92.34,8688
08/27/2021 08,51.5,92.33,8969
08/27/2021 09,65.65,92.34,9244
08/27/2021 10,65.61,92.32,9437
08/27/2021 11,65.07,92.23,9578
08/27/2021 12,66.49,92.15,9681
08/27/2021 13,67.07,92.03,9712
08/27/2021 14,64.6,91.83,9728
08/27/2021 15,64.65,91.64,9679
08/27/2021 16,64.69,91.37,9613
08/27/2021 17,64.92,90.91,9577
08/27/2021 18,66.38,90.23,9551
08/27/2021 19,67.32,89.88,9405
08/27/2021 20,67.15,89.69,9285
08/27/2021 21,63.45,89.61,9194
08/27/2021 22,64.24,89.59,9114
08/27/2021 23,62.76,89.58,8933
08/27/2021 24,59.88,89.59,8648
08/28/2021 01,52.79,89.6,8428
08/28/2021 02,46.27,89.61,8302
08/28/2021 03,46.15,89.61,8243
08/28/2021 04,37.2,89.59,8245
08/28/2021 05,39.25,89.58,8243
08/28/2021 06,50.01,89.57,8244
08/28/2021 07,57.1,89.57,8365
08/28/2021 08,37.17,89.54,8480
08/28/2021 09,55.39,89.52,8664
08/28/2021 10,58.92,89.48,8885
08/28/2021 11,62.2,89.37,9085
08/28/2021 12,75.73,89.29,9215
08/28/2021 13,70.8,89.06,9284
08/28/2021 14,57.66,88.75,9361
08/28/2021 15,55.4,88.46,9336
08/28/2021 16,57.3,88.32,9250
08/28/2021 17,56.93,88.17,9265
08/28/2021 18,61.68,87.8,9348
08/28/2021 19,57.36,87.15,9221
08/28/2021 20,57.49,86.9,9056
08/28/2021 21,57.59,86.84,9061
08/28/2021 22,57.36,86.77,9038
08/28/2021 23,52.53,86.68,8817
08/28/2021 24,49.72,86.63,8575
08/29/2021 01,42.92,86.55,8388
08/29/2021 02,34.15,86.49,8283
08/29/2021 03,35.36,86.43,8223
08/29/2021 04,43.72,86.37,8171
08/29/2021 05,49.75,86.32,8125
08/29/2021 06,49.88,86.25,8163
08/29/2021 07,54.73,86.17,8166
08/29/2021 08,42.14,86.09,8206
08/29/2021 09,46.6,86.03,8440
08/29/2021 10,56.97,85.77,8698
08/29/2021 11,60.18,85.39,8928
08/29/2021 12,89.18,85.26,9138
08/29/2021 13,77.04,85.11,9272
08/29/2021 14,69.76,84.89,9377
08/29/2021 15,65.95,84.63,9485
08/29/2021 16,63,84.24,9563
08/29/2021 17,67.29,83.87,9653
08/29/2021 18,73.92,82.95,9769
08/29/2021 19,79.07,82.3,9742
08/29/2021 20,82.84,82.01,9606
08/29/2021 21,78.48,81.96,9519
08/29/2021 22,70.64,81.93,9476
08/29/2021 23,57.89,81.84,9145
08/29/2021 24,57.33,81.75,8794
08/30/2021 01,51.46,81.66,8511
08/30/2021 02,42.3,81.56,8383
08/30/2021 03,42.3,81.48,8300
08/30/2021 04,50.01,81.4,8252
08/30/2021 05,56.85,81.36,8234
08/30/2021 06,57.6,81.35,8330
08/30/2021 07,60.09,81.36,8575
08/30/2021 08,54.61,81.36,8914
08/30/2021 09,57.31,81.36,9223
08/30/2021 10,59.85,81.35,9492
08/30/2021 11,69.93,81.36,9709
08/30/2021 12,71.9,81.35,9865
08/30/2021 13,78.18,81.31,9967
08/30/2021 14,151.82,81.31,10051
08/30/2021 15,96.72,81.24,10136
08/30/2021 16,472.45,81.71,10016
08/30/2021 17,803.35,82.63,9946
08/30/2021 18,802.33,83.52,9898
08/30/2021 19,105.71,83.42,9768
08/30/2021 20,71.96,83.35,9746
08/30/2021 21,71.14,83.35,9703
08/30/2021 22,59.37,83.33,9607
08/30/2021 23,57.69,83.31,9247
08/30/2021 24,53.29,83.28,8896
08/31/2021 01,54.19,83.27,8645
08/31/2021 02,48.44,83.27,8480
08/31/2021 03,42.3,83.26,8373
08/31/2021 04,42.3,83.24,8375
08/31/2021 05,42.3,83.22,8396
08/31/2021 06,57.27,83.21,8528
08/31/2021 07,63.64,83.22,8799
08/31/2021 08,55.54,83.23,9118
08/31/2021 09,57.37,83.23,9376
08/31/2021 10,60.26,83.22,9569
08/31/2021 11,67.48,83.22,9731
08/31/2021 12,73.15,83.23,9834
08/31/2021 13,60.34,83.21,9856
08/31/2021 14,53.95,83.17,9891
08/31/2021 15,50.23,83.12,9889
08/31/2021 16,54.03,83.01,9873
08/31/2021 17,47.93,82.87,9838
08/31/2021 18,49.85,82.69,9818
08/31/2021 19,36.23,82.46,9584
08/31/2021 20,35.99,82.29,9413
08/31/2021 21,39.1,82.17,9412
08/31/2021 22,48.71,82.1,9307
08/31/2021 23,49.81,82.04,8977
08/31/2021 24,44.96,82.02,8649
09/01/2021 01,53.13,82.02,8405
09/01/2021 02,47.77,82.01,8273
09/01/2021 03,50,82,8222
09/01/2021 04,39.01,81.97,8157
09/01/2021 05,43.82,81.94,8232
09/01/2021 06,50.2,81.92,8376
09/01/2021 07,54.04,81.91,8684
09/01/2021 08,51.97,81.9,9047
09/01/2021 09,46.95,81.89,9241
09/01/2021 10,38,81.83,9400
09/01/2021 11,33.56,81.79,9476
09/01/2021 12,28.88,81.73,9543
09/01/2021 13,30.99,81.68,9570
09/01/2021 14,30.45,81.64,9576
09/01/2021 15,33.3,81.59,9548
09/01/2021 16,38.78,81.55,9462
09/01/2021 17,53.96,81.5,9495
09/01/2021 18,57.38,81.43,9490
09/01/2021 19,58.29,81.37,9375
09/01/2021 20,59.62,81.32,9361
09/01/2021 21,70.61,81.28,9428
09/01/2021 22,76.68,81.23,9361
09/01/2021 23,64.38,81.19,9096
09/01/2021 24,63.14,81.18,8768
09/02/2021 01,54.18,81.15,8565
09/02/2021 02,50.45,81.12,8414
09/02/2021 03,51.21,81.09,8314
09/02/2021 04,63.31,81.07,8284
09/02/2021 05,48.51,81.05,8342
09/02/2021 06,55.4,81.03,8397
09/02/2021 07,61.18,81.03,8652
09/02/2021 08,57.92,81.02,9018
09/02/2021 09,50.15,80.94,9187
09/02/2021 10,51.12,80.86,9358
09/02/2021 11,49.57,80.61,9470
09/02/2021 12,59.12,80.45,9517
09/02/2021 13,69.03,80.31,9490
09/02/2021 14,64.56,80.14,9460
09/02/2021 15,72.97,79.96,9482
09/02/2021 16,71.37,79.81,9465
09/02/2021 17,69.37,79.43,9498
09/02/2021 18,68.98,79.07,9485
09/02/2021 19,62.19,78.91,9275
09/02/2021 20,71.03,78.73,9169
09/02/2021 21,84.93,78.55,9234
09/02/2021 22,65.94,78.42,9181
09/02/2021 23,62.83,78.22,8881
09/02/2021 24,87.7,78.13,8609
09/03/2021 01,48.96,78.03,8376
09/03/2021 02,47.79,77.98,8273
09/03/2021 03,46.63,77.93,8236
09/03/2021 04,50.21,77.9,8225
09/03/2021 05,51.12,77.86,8262
09/03/2021 06,55.67,77.82,8389
09/03/2021 07,74.25,77.77,8698
09/03/2021 08,54.38,77.73,8997
09/03/2021 09,56.6,77.68,9205
09/03/2021 10,62.21,77.62,9391
09/03/2021 11,77.42,77.55,9495
09/03/2021 12,75.9,77.44,9528
09/03/2021 13,57.05,76.89,9473
09/03/2021 14,56.95,76.25,9526
09/03/2021 15,56.73,75.31,9572
09/03/2021 16,56.52,74.64,9611
09/03/2021 17,56.69,73.81,9605
09/03/2021 18,56.98,72.59,9555
09/03/2021 19,59.53,72.49,9510
09/03/2021 20,63.35,72.38,9457
09/03/2021 21,57.41,72.37,9442
09/03/2021 22,56.84,72.35,9323
09/03/2021 23,54.3,72.26,9052
09/03/2021 24,56.51,72.16,8760
09/04/2021 01,52.7,72.08,8514
09/04/2021 02,44.85,72.03,8368
09/04/2021 03,35.68,71.99,8273
09/04/2021 04,35.01,71.94,8191
09/04/2021 05,35.68,71.9,8241
09/04/2021 06,50.33,71.87,8297
09/04/2021 07,55.62,71.84,8335
09/04/2021 08,51.82,71.83,8412
09/04/2021 09,50.23,71.78,8614
09/04/2021 10,52.82,71.7,8811
09/04/2021 11,58.92,71.28,8968
09/04/2021 12,61.17,71.07,9094
09/04/2021 13,62.34,70.75,9131
09/04/2021 14,61.35,70.21,9152
09/04/2021 15,60.11,69.37,9200
09/04/2021 16,60.72,68.46,9279
09/04/2021 17,61.73,67.29,9381
09/04/2021 18,60.12,66.2,9440
09/04/2021 19,51.11,65.69,9308
09/04/2021 20,53.89,65.65,9138
09/04/2021 21,50.87,65.64,9150
09/04/2021 22,53.58,65.64,9046
09/04/2021 23,34.03,65.62,8856
09/04/2021 24,32.23,65.6,8691
09/05/2021 01,27.91,65.57,8487
09/05/2021 02,27.45,65.56,8319
09/05/2021 03,26.37,65.54,8222
09/05/2021 04,28.44,65.53,8174
09/05/2021 05,26.2,65.51,8154
09/05/2021 06,25.59,65.49,8173
09/05/2021 07,27.84,65.46,8250
09/05/2021 08,27.56,65.43,8304
09/05/2021 09,34.06,65.4,8522
09/05/2021 10,36.48,65.37,8759
09/05/2021 11,39.11,65.34,8950
09/05/2021 12,43.26,65.31,9118
09/05/2021 13,48.2,65.29,9235
09/05/2021 14,50,65.28,9327
09/05/2021 15,49.97,65.26,9366
09/05/2021 16,41.77,65.24,9383
09/05/2021 17,38.27,65.23,9354
09/05/2021 18,43.87,65.22,9383
09/05/2021 19,48.98,65.23,9297
09/05/2021 20,49.68,65.24,9128
09/05/2021 21,50.57,65.25,9118
09/05/2021 22,52.89,65.26,9039
09/05/2021 23,40.53,65.23,8829
09/05/2021 24,36.64,65.2,8557
09/06/2021 01,36.58,65.17,8316
09/06/2021 02,32.5,65.14,8152
09/06/2021 03,32.07,65.11,8017
09/06/2021 04,30.03,65.09,7994
09/06/2021 05,30.14,65.06,7976
09/06/2021 06,31.03,65.03,8045
09/06/2021 07,27.93,65,8125
09/06/2021 08,31.96,64.98,8256
09/06/2021 09,38.81,64.95,8489
09/06/2021 10,50.83,64.95,8719
09/06/2021 11,48.92,64.96,8993
09/06/2021 12,52.24,64.98,9184
09/06/2021 13,53.44,65,9322
09/06/2021 14,62.44,65.02,9408
09/06/2021 15,62.78,65.04,9430
09/06/2021 16,62.4,65.05,9435
09/06/2021 17,57.79,65.05,9577
09/06/2021 18,61.87,65.06,9640
09/06/2021 19,69.73,65.09,9518
09/06/2021 20,89.07,65.15,9368
09/06/2021 21,81.4,65.19,9364
09/06/2021 22,85.9,65.24,9225
09/06/2021 23,65.98,65.26,8934
09/06/2021 24,52.56,65.26,8565
09/07/2021 01,52.36,65.27,8309
09/07/2021 02,52.71,65.28,8216
09/07/2021 03,52.01,65.3,8140
09/07/2021 04,52.96,65.32,8102
09/07/2021 05,53.49,65.34,8132
09/07/2021 06,61.09,65.37,8283
09/07/2021 07,73.14,65.43,8714
09/07/2021 08,62.36,65.47,8995
09/07/2021 09,62.63,65.49,9155
09/07/2021 10,72.25,65.53,9335
09/07/2021 11,179.37,65.71,9482
09/07/2021 12,291.86,66.04,9511
09/07/2021 13,115.02,66.13,9603
09/07/2021 14,428.89,66.65,9586
09/07/2021 15,356.8,67.07,9623
09/07/2021 16,605.3,67.84,9681
09/07/2021 17,571.18,68.55,9780
09/07/2021 18,703.71,69.45,9834
09/07/2021 19,938.46,70.68,9617
09/07/2021 20,447.44,71.23,9367
09/07/2021 21,117.21,71.32,9388
09/07/2021 22,119.64,71.41,9365
09/07/2021 23,94.7,71.47,9006
09/07/2021 24,71.88,71.51,8681
09/08/2021 01,58.05,71.52,8459
09/08/2021 02,54.69,71.53,8373
09/08/2021 03,46.24,71.52,8289
09/08/2021 04,40.83,71.52,8231
09/08/2021 05,49.63,71.53,8282
09/08/2021 06,54.51,71.55,8439
09/08/2021 07,62.01,71.57,8775
09/08/2021 08,57.16,71.58,9136
09/08/2021 09,56.12,71.59,9308
09/08/2021 10,87.58,71.64,9492
09/08/2021 11,103.64,71.71,9578
09/08/2021 12,125.39,71.81,9678
09/08/2021 13,160.13,71.95,9723
09/08/2021 14,153.84,72.09,9688
09/08/2021 15,149.26,72.22,9626
09/08/2021 16,108.03,72.29,9698
09/08/2021 17,99.33,72.35,9698
09/08/2021 18,261.81,72.58,9572
09/08/2021 19,118.59,72.62,9458
09/08/2021 20,241.66,72.84,9350
09/08/2021 21,80.35,72.87,9438
09/08/2021 22,67.29,72.89,9353
09/08/2021 23,63.02,72.92,9045
09/08/2021 24,63.09,72.96,8670
09/09/2021 01,75,73,8456
09/09/2021 02,102.95,73.1,8348
09/09/2021 03,113.07,73.22,8270
09/09/2021 04,105.15,73.33,8221
09/09/2021 05,91.5,73.42,8255
09/09/2021 06,81.77,73.5,8379
09/09/2021 07,144.98,73.66,8715
09/09/2021 08,136.88,73.82,9086
09/09/2021 09,71.69,73.86,9327
09/09/2021 10,97.83,73.94,9578
09/09/2021 11,86.8,74,9751
09/09/2021 12,79.08,74.05,9808
09/09/2021 13,89.62,74.11,9826
09/09/2021 14,139.02,74.21,9864
09/09/2021 15,99.83,74.26,9852
09/09/2021 16,133.87,74.36,9878
09/09/2021 17,589.58,75.12,9807
09/09/2021 18,678.98,76,9766
09/09/2021 19,821.38,77.08,9554
09/09/2021 20,868.26,78.22,9404
09/09/2021 21,811.09,79.27,9473
09/09/2021 22,137.67,79.37,9398
09/09/2021 23,119.1,79.45,9244
09/09/2021 24,142.81,79.6,8920
09/10/2021 01,136.96,79.75,8674
09/10/2021 02,59.11,79.8,8573
09/10/2021 03,42.05,79.82,8472
09/10/2021 04,51.05,79.85,8431
09/10/2021 05,49.21,79.88,8439
09/10/2021 06,45.08,79.91,8591
09/10/2021 07,135.18,80.06,8941
09/10/2021 08,168.37,80.26,9255
09/10/2021 09,165.18,80.45,9435
09/10/2021 10,189.24,80.67,9550
09/10/2021 11,179.98,80.88,9665
09/10/2021 12,86.24,80.96,9771
09/10/2021 13,102.21,81.04,9794
09/10/2021 14,88.11,81.09,9798
09/10/2021 15,163.1,81.23,9811
09/10/2021 16,332.44,81.56,9771
09/10/2021 17,374.29,81.92,9734
09/10/2021 18,181.79,82.07,9641
09/10/2021 19,70.65,82.08,9499
09/10/2021 20,69.36,82.12,9405
09/10/2021 21,130.65,82.2,9517
09/10/2021 22,107.01,82.22,9378
09/10/2021 23,179.67,82.41,9099
09/10/2021 24,122.84,82.51,8814
09/11/2021 01,87.34,82.53,8617
09/11/2021 02,84.61,82.56,8504
09/11/2021 03,77.45,82.58,8425
09/11/2021 04,89.41,82.62,8429
09/11/2021 05,86.54,82.63,8429
09/11/2021 06,77.01,82.63,8462
09/11/2021 07,90.14,82.65,8585
09/11/2021 08,101.56,82.69,8723
09/11/2021 09,97.91,82.78,8892
09/11/2021 10,146.65,82.93,9133
09/11/2021 11,114.57,83.01,9220
09/11/2021 12,113.38,83.01,9370
09/11/2021 13,96.22,82.85,9380
09/11/2021 14,96.22,82.66,9322
09/11/2021 15,90.96,82.66,9189
09/11/2021 16,75.85,82.54,9219
09/11/2021 17,74.63,82.3,9300
09/11/2021 18,104.85,82.01,9326
09/11/2021 19,92.73,81.69,9249
09/11/2021 20,143.95,81.36,9161
09/11/2021 21,130.59,81.09,9190
09/11/2021 22,82.54,81.09,9069
09/11/2021 23,76.84,81.01,8824
09/11/2021 24,95.56,80.99,8583
09/12/2021 01,85.05,80.9,8424
09/12/2021 02,87.03,80.9,8309
09/12/2021 03,76.22,80.9,8243
09/12/2021 04,63.08,80.91,8221
09/12/2021 05,64.96,80.91,8243
09/12/2021 06,72.2,80.89,8291
09/12/2021 07,78.65,80.87,8393
09/12/2021 08,65.94,80.9,8473
09/12/2021 09,62.91,80.92,8617
09/12/2021 10,63.7,80.94,8865
09/12/2021 11,71.44,80.96,9014
09/12/2021 12,71.15,80.91,9110
09/12/2021 13,94.92,80.79,9171
09/12/2021 14,98.07,80.54,9093
09/12/2021 15,89.29,80.25,9086
09/12/2021 16,66.06,79.81,9104
09/12/2021 17,148.75,79.45,9166
09/12/2021 18,159.61,78.77,9179
09/12/2021 19,65.5,78.12,9182
09/12/2021 20,69.54,77.83,9156
09/12/2021 21,66.2,77.55,9257
09/12/2021 22,77.99,77.53,9119
09/12/2021 23,89.91,77.57,8780
09/12/2021 24,105.25,77.58,8458
09/13/2021 01,83.39,77.62,8266
09/13/2021 02,81.77,77.61,8154
09/13/2021 03,77.38,77.62,8105
09/13/2021 04,78.87,77.64,8120
09/13/2021 05,80.55,77.67,8166
09/13/2021 06,85.67,77.71,8331
09/13/2021 07,138.93,77.83,8637
09/13/2021 08,92.77,77.92,8961
09/13/2021 09,79.87,77.98,9091
09/13/2021 10,79.51,78.02,9294
09/13/2021 11,96.35,78.04,9360
09/13/2021 12,93.41,78.03,9433
09/13/2021 13,442.07,78.5,9305
09/13/2021 14,395.26,78.93,9256
09/13/2021 15,279.66,79.21,9274
09/13/2021 16,150.22,79.31,9327
09/13/2021 17,68.45,79.3,9458
09/13/2021 18,73.04,79.28,9539
09/13/2021 19,69.91,79.27,9373
09/13/2021 20,69.31,79.28,9228
09/13/2021 21,69.13,79.3,9310
09/13/2021 22,74.15,79.33,9088
09/13/2021 23,68.73,79.36,8774
09/13/2021 24,97.61,79.43,8487
09/14/2021 01,123.74,79.5,8307
09/14/2021 02,99.69,79.54,8194
09/14/2021 03,97.57,79.61,8141
09/14/2021 04,87.16,79.61,8124
09/14/2021 05,97.14,79.5,8169
09/14/2021 06,135.26,79.45,8283
09/14/2021 07,189.99,79.53,8543
09/14/2021 08,163.27,79.7,8887
09/14/2021 09,88.15,79.75,9038
09/14/2021 10,93.1,79.81,9203
09/14/2021 11,300.62,80.15,9266
09/14/2021 12,487.98,80.75,9251
09/14/2021 13,98.29,80.8,9325
09/14/2021 14,64.54,80.82,9506
09/14/2021 15,69.39,80.85,9538
09/14/2021 16,62.88,80.87,9588
09/14/2021 17,78.1,80.91,9669
09/14/2021 18,76.6,80.93,9607
09/14/2021 19,82.25,80.96,9410
09/14/2021 20,78.36,80.99,9311
09/14/2021 21,69.93,81.01,9295
09/14/2021 22,56.86,81.01,9088
09/14/2021 23,45.67,81,8766
09/14/2021 24,45.66,81,8448
09/15/2021 01,44.96,80.99,8254
09/15/2021 02,39.15,80.98,8145
09/15/2021 03,37.51,80.98,8098
09/15/2021 04,34.91,80.98,8094
09/15/2021 05,34.91,80.99,8113
09/15/2021 06,34.91,80.98,8245
09/15/2021 07,45.63,80.99,8681
09/15/2021 08,68.53,81.04,9050
09/15/2021 09,102.29,81.13,9128
09/15/2021 10,80.22,81.17,9208
09/15/2021 11,97.32,81.22,9275
09/15/2021 12,89.37,81.26,9380
09/15/2021 13,104.04,81.33,9314
09/15/2021 14,136.7,81.44,9233
09/15/2021 15,104.76,81.5,9210
09/15/2021 16,104.86,81.56,9277
09/15/2021 17,98,81.58,9407
09/15/2021 18,95.43,81.56,9401
09/15/2021 19,164.12,81.68,9170
09/15/2021 20,165.58,81.81,9119
09/15/2021 21,139.09,81.92,9270
09/15/2021 22,134.26,82.02,9072
09/15/2021 23,154.65,82.16,8846
09/15/2021 24,147.01,82.29,8521
09/16/2021 01,140.25,82.42,8361
09/16/2021 02,138.06,82.57,8299
09/16/2021 03,117.85,82.68,8257
09/16/2021 04,93.06,82.73,8282
09/16/2021 05,84.03,82.79,8334
09/16/2021 06,85.63,82.83,8427
09/16/2021 07,119.91,82.93,8744
09/16/2021 08,101.34,82.99,9140
09/16/2021 09,70.57,83.02,9291
09/16/2021 10,84.95,83.06,9409
09/16/2021 11,77.8,83.1,9427
09/16/2021 12,61.4,83.1,9406
09/16/2021 13,62.14,83.08,9393
09/16/2021 14,71.31,83.08,9376
09/16/2021 15,68.9,83.05,9376
09/16/2021 16,64.12,83,9417
09/16/2021 17,74.26,82.97,9483
09/16/2021 18,74.52,82.94,9446
09/16/2021 19,74.48,82.94,9231
09/16/2021 20,112.31,83,9184
09/16/2021 21,104.9,83.06,9272
09/16/2021 22,97.09,83.09,9139
09/16/2021 23,118.71,83.16,8882
09/16/2021 24,141.59,83.19,8593
09/17/2021 01,92.77,83.21,8385
09/17/2021 02,84.5,83.22,8297
09/17/2021 03,79.69,83.23,8226
09/17/2021 04,76.04,83.22,8196
09/17/2021 05,74.3,83.23,8244
09/17/2021 06,72.84,83.25,8395
09/17/2021 07,73.46,83.26,8731
09/17/2021 08,68.75,83.29,9104
09/17/2021 09,73.03,83.33,9288
09/17/2021 10,79.86,83.36,9439
09/17/2021 11,78.44,83.4,9485
09/17/2021 12,74.27,83.42,9447
09/17/2021 13,63.86,83.44,9372
09/17/2021 14,60.61,83.44,9352
09/17/2021 15,59.18,83.44,9321
09/17/2021 16,69.93,83.47,9217
09/17/2021 17,71.41,83.49,9242
09/17/2021 18,74.76,83.49,9306
09/17/2021 19,72.91,83.51,9187
09/17/2021 20,74.44,83.54,9162
09/17/2021 21,75.23,83.57,9183
09/17/2021 22,69.56,83.59,9043
09/17/2021 23,46.34,83.56,8827
09/17/2021 24,47.16,83.55,8582
09/18/2021 01,54.29,83.56,8391
09/18/2021 02,54.11,83.58,8237
09/18/2021 03,45.35,83.59,8186
09/18/2021 04,53.74,83.61,8205
09/18/2021 05,48.8,83.6,8231
09/18/2021 06,53.42,83.59,8282
09/18/2021 07,53.95,83.51,8416
09/18/2021 08,48.28,83.48,8603
09/18/2021 09,52.44,83.42,8804
09/18/2021 10,56.7,83.39,8995
09/18/2021 11,58.36,83.39,9110
09/18/2021 12,60.82,83.39,9215
09/18/2021 13,63.42,83.4,9225
09/18/2021 14,62.39,83.38,9185
09/18/2021 15,59.07,83.36,9182
09/18/2021 16,59.9,83.36,9174
09/18/2021 17,62.49,83.38,9222
09/18/2021 18,63.72,83.39,9252
09/18/2021 19,62.33,83.41,9142
09/18/2021 20,64.42,83.42,9100
09/18/2021 21,62.62,83.43,9197
09/18/2021 22,53.9,83.43,9031
09/18/2021 23,45.27,83.41,8821
09/18/2021 24,61.02,83.36,8578
09/19/2021 01,45.97,83.35,8396
09/19/2021 02,42.2,83.32,8277
09/19/2021 03,44.51,83.31,8223
09/19/2021 04,50.54,83.31,8203
09/19/2021 05,39.84,83.3,8198
09/19/2021 06,39.57,83.29,8159
09/19/2021 07,50.19,83.29,8266
09/19/2021 08,45.27,83.28,8335
09/19/2021 09,54.62,83.29,8528
09/19/2021 10,63.35,83.3,8749
09/19/2021 11,66.28,83.33,8923
09/19/2021 12,68.07,83.35,9005
09/19/2021 13,67.1,83.38,9048
09/19/2021 14,66.31,83.4,9043
09/19/2021 15,67.04,83.44,8993
09/19/2021 16,69.24,83.47,9008
09/19/2021 17,66.49,83.5,9127
09/19/2021 18,67.25,83.53,9187
09/19/2021 19,67.92,83.56,9104
09/19/2021 20,67.37,83.6,9106
09/19/2021 21,72.83,83.64,9224
09/19/2021 22,70.54,83.67,9049
09/19/2021 23,46.44,83.65,8775
09/19/2021 24,52.18,83.61,8518
09/20/2021 01,48.56,83.62,8378
09/20/2021 02,44.13,83.64,8293
09/20/2021 03,52.2,83.66,8244
09/20/2021 04,58.16,83.69,8217
09/20/2021 05,72.87,83.74,8292
09/20/2021 06,82.6,83.8,8476
09/20/2021 07,96.89,83.87,8868
09/20/2021 08,89.78,83.95,9243
09/20/2021 09,68.68,84,9374
09/20/2021 10,71.17,84.05,9489
09/20/2021 11,70.04,84.1,9565
09/20/2021 12,96.87,84.17,9629
09/20/2021 13,98.41,84.25,9617
09/20/2021 14,111.32,84.35,9570
09/20/2021 15,269.71,84.67,9428
09/20/2021 16,80.96,84.73,9455
09/20/2021 17,72.34,84.77,9548
09/20/2021 18,73.94,84.82,9524
09/20/2021 19,66.54,84.85,9375
09/20/2021 20,64.53,84.88,9361
09/20/2021 21,66.03,84.91,9442
09/20/2021 22,59.36,84.93,9233
09/20/2021 23,31.52,84.9,8915
09/20/2021 24,31.72,84.81,8574
09/21/2021 01,29.95,84.78,8371
09/21/2021 02,28.95,84.77,8313
09/21/2021 03,29.43,84.75,8251
09/21/2021 04,29.75,84.72,8257
09/21/2021 05,35.13,84.71,8256
09/21/2021 06,33.3,84.71,8416
09/21/2021 07,48.3,84.74,8785
09/21/2021 08,40.96,84.76,9185
09/21/2021 09,42.94,84.78,9343
09/21/2021 10,44.32,84.8,9420
09/21/2021 11,51.68,84.83,9462
09/21/2021 12,55.76,84.86,9536
09/21/2021 13,58.72,84.89,9586
09/21/2021 14,59.71,84.92,9652
09/21/2021 15,57.75,84.96,9695
09/21/2021 16,59.95,85,9770
09/21/2021 17,55.95,85.04,9837
09/21/2021 18,52.34,85.07,9728
09/21/2021 19,55.13,85.11,9533
09/21/2021 20,55.63,85.14,9537
09/21/2021 21,72.76,85.19,9575
09/21/2021 22,46.35,85.21,9268
09/21/2021 23,44.03,85.21,8844
09/21/2021 24,45.84,85.15,8532
09/22/2021 01,59.22,85.06,8370
09/22/2021 02,58.69,84.98,8282
